Morning_Care_Completed,Morning_Care_Delay_Mins,Uncleaned_Days,Season,Night_Cover,Quiz_Score,Chat_Score,Risk_Class
1,68,1,3,1,67,8,2
1,89,0,3,1,88,6,2
1,52,0,3,1,64,2,3
1,80,0,4,1,56,8,2
1,49,0,1,1,61,4,2
0,180,0,3,1,57,6,3
1,148,1,3,1,44,5,3
0,180,0,3,1,46,5,3
0,180,1,1,1,86,6,3
1,3,1,2,1,97,6,1
1,74,0,3,1,74,7,2
1,66,0,2,1,71,4,2
0,180,1,2,1,96,6,3
0,180,0,2,1,80,3,3
1,108,3,2,1,49,3,2
1,133,0,1,1,76,4,3
1,114,1,1,1,51,6,2
1,100,0,4,1,78,7,2
1,123,1,3,1,81,8,3
1,18,0,2,1,79,4,2
1,11,4,4,0,66,7,2
1,99,0,1,1,60,10,2
1,30,0,3,1,78,2,3
1,20,1,4,1,59,5,2
1,85,5,4,1,58,3,2
1,37,3,2,1,67,3,2
1,39,1,3,1,87,7,1
1,117,1,1,1,93,7,2
1,86,3,2,1,75,9,2
0,180,1,1,1,60,6,3
1,39,1,3,1,100,4,2
1,50,0,1,0,56,3,3
1,12,0,3,1,100,0,3
1,125,1,3,1,43,3,3
1,89,0,3,1,74,7,2
1,36,0,2,1,77,1,3
1,96,0,1,1,76,6,2
1,124,0,2,1,75,4,3
1,97,4,3,1,49,5,3
1,76,1,3,1,85,6,2
1,34,0,1,1,79,5,2
1,31,4,2,1,90,5,2
1,11,3,1,0,58,6,3
1,15,1,2,1,100,5,2
1,54,4,2,1,67,6,2
0,180,1,1,1,89,6,3
1,8,3,3,1,80,7,1
1,67,1,4,1,96,6,2
1,22,2,4,1,68,4,2
1,84,2,2,1,82,6,2
0,180,1,3,1,59,5,3
0,180,4,1,1,71,3,3
1,90,0,4,0,63,3,2
1,14,1,2,1,57,4,2
1,49,0,2,1,86,4,2
1,92,2,1,1,55,6,2
0,180,3,1,1,58,5,3
1,45,1,1,1,94,2,3
0,180,0,4,1,67,6,3
1,35,0,3,1,49,7,2
1,15,0,3,1,72,5,2
0,180,5,3,1,97,2,3
1,134,0,4,1,69,4,3
0,180,1,2,1,77,4,3
1,105,0,1,1,49,7,2
1,85,2,3,1,80,5,2
0,180,2,4,1,54,6,3
0,180,2,1,1,79,7,3
1,54,1,4,1,95,6,1
1,59,3,2,0,45,6,2
1,23,3,2,1,70,5,2
1,75,1,4,1,41,5,2
1,101,1,2,1,79,1,3
0,180,3,1,1,100,5,3
1,27,1,2,1,74,5,2
1,130,0,3,1,80,4,3
1,6,1,3,1,74,6,1
1,85,0,4,1,83,3,2
0,180,0,1,1,68,10,3
0,180,0,3,1,76,6,3
1,135,1,3,0,64,6,3
1,77,0,1,1,74,6,2
1,64,2,1,1,77,6,2
0,180,2,3,1,67,9,3
1,124,3,3,1,84,7,3
0,180,1,3,1,60,4,3
1,70,0,3,1,93,3,2
1,133,2,4,1,74,8,3
1,56,2,1,1,92,5,2
1,32,1,4,1,53,9,2
1,139,0,1,1,78,7,3
1,28,4,1,1,61,6,2
1,90,2,3,0,77,3,2
1,92,3,1,1,100,10,2
1,94,0,2,1,55,7,2
1,18,1,1,1,98,8,1
0,180,3,2,1,88,7,3
1,143,2,4,1,74,4,3
0,180,0,3,1,84,4,3
1,40,0,3,1,66,4,2
1,86,1,2,1,83,6,2
1,36,1,1,1,90,5,2
1,50,1,4,1,73,7,1
1,22,1,3,1,70,4,2
1,35,1,3,1,50,4,2
0,180,0,1,1,68,4,3
0,180,1,1,1,76,7,3
1,82,1,3,1,75,3,2
1,36,0,4,1,76,2,3
1,38,1,2,1,64,6,1
1,15,0,1,1,75,9,1
1,29,1,4,1,67,7,1
0,180,0,3,1,47,9,3
1,20,0,1,1,43,7,2
1,47,1,2,1,53,3,2
1,29,1,2,1,61,5,2
1,40,3,2,1,72,5,2
1,76,4,2,1,58,2,3
1,89,3,3,1,71,8,2
1,137,0,3,1,56,5,3
1,32,0,3,1,85,5,2
1,135,2,4,0,56,2,3
1,28,1,1,0,59,9,3
1,108,0,3,1,60,6,2
1,35,0,2,1,69,7,1
1,2,0,2,1,100,3,2
1,77,1,1,1,73,6,2
1,71,0,2,1,62,5,2
0,180,0,1,1,82,5,3
1,58,1,4,1,78,2,3
1,61,1,2,1,58,7,2
1,83,0,1,1,87,5,2
1,84,0,4,1,59,3,2
1,90,0,2,1,74,5,2
1,27,1,2,1,69,8,1
1,12,1,3,0,69,6,1
1,32,0,1,1,65,1,3
1,143,1,2,1,79,4,3
0,180,0,4,1,92,4,3
0,180,2,3,1,69,6,3
1,132,0,3,1,97,5,3
1,12,0,3,1,36,3,2
1,101,2,4,1,51,5,2
1,46,1,2,1,67,7,1
1,37,1,4,1,68,10,1
1,108,3,2,1,91,6,2
1,31,0,1,1,100,5,2
1,41,0,3,1,100,6,1
1,168,1,4,1,43,4,3
1,32,0,1,0,70,5,3
1,32,3,3,1,58,6,2
1,16,0,1,1,57,2,3
0,180,1,4,1,71,2,3
1,85,1,2,1,86,7,2
1,96,0,1,1,47,5,2
1,55,1,2,1,74,2,3
0,180,0,1,1,87,4,3
0,180,0,3,1,100,0,3
1,111,0,4,1,72,4,2
1,43,4,3,1,74,8,3
1,29,0,1,1,55,7,2
1,43,3,3,1,54,6,2
1,57,0,4,1,66,9,1
1,15,0,1,1,55,2,3
1,26,0,3,1,71,4,2
1,15,0,1,1,76,3,2
1,15,0,4,1,86,7,1
0,180,3,2,1,93,7,3
1,38,1,2,1,74,2,3
1,8,1,2,1,61,4,2
1,25,1,2,1,75,7,1
1,140,0,1,1,79,3,3
1,50,1,1,1,63,3,2
1,99,2,1,1,54,5,2
1,120,3,2,1,94,5,3
1,28,1,3,1,78,6,1
0,180,0,2,0,67,4,3
1,70,0,2,1,63,10,2
1,60,1,2,1,39,4,2
0,180,1,3,1,91,3,3
0,180,1,1,1,64,6,3
1,56,1,4,1,95,6,1
1,63,2,2,1,67,5,2
1,6,1,4,1,54,7,2
1,20,0,3,1,76,8,1
1,142,0,1,1,96,6,3
1,62,0,2,1,75,6,2
1,36,0,1,1,91,3,2
1,65,3,1,1,49,5,2
1,136,0,2,1,77,5,3
1,90,1,4,1,55,4,2
1,86,2,4,1,100,4,2
1,28,3,3,1,66,4,2
1,40,0,3,1,81,7,1
1,118,5,4,1,71,4,2
1,40,1,4,1,72,7,1
0,180,0,1,1,73,3,3
1,28,2,1,1,91,6,2
1,2,4,4,1,49,7,2
1,42,1,4,0,93,5,2
0,180,0,2,1,64,7,3
1,96,1,1,1,36,5,2
1,129,0,1,1,59,5,3
0,180,0,1,0,87,10,3
0,180,0,1,1,64,5,3
1,120,2,3,1,69,7,3
1,49,3,2,1,65,6,2
1,89,2,1,1,49,6,2
1,45,1,3,1,66,6,1
1,88,3,3,1,76,2,3
1,10,2,1,1,52,6,2
0,180,2,1,1,85,0,3
0,180,1,2,1,69,5,3
0,180,1,2,1,83,4,3
0,180,2,3,1,97,6,3
1,25,2,2,1,71,5,2
1,32,0,2,1,71,7,1
1,43,1,3,1,40,5,2
0,180,1,4,1,28,3,3
1,20,0,2,1,65,6,1
1,127,0,4,1,51,4,3
1,9,4,4,1,97,3,2
1,63,3,1,0,70,3,3
1,54,0,4,1,75,4,2
1,13,1,1,1,57,8,2
1,151,0,4,1,66,0,3
1,61,0,3,1,71,7,2
1,55,4,2,1,82,4,2
1,40,4,4,1,65,1,3
1,29,3,3,1,83,6,1
0,180,0,2,1,56,6,3
1,19,1,1,1,57,5,2
1,24,3,4,0,54,9,2
1,95,0,4,1,72,9,2
1,50,1,4,1,61,2,3
1,21,0,1,1,60,6,1
1,38,2,1,0,100,5,3
1,5,0,4,1,77,5,2
0,180,2,2,1,76,8,3
1,63,1,1,1,75,7,2
1,15,0,2,1,81,5,2
1,43,1,3,1,67,7,1
1,22,1,4,1,76,4,2
1,106,2,4,0,81,6,2
1,45,0,3,1,95,6,1
1,54,1,2,1,50,8,2
1,153,1,2,0,52,5,3
1,66,1,2,1,100,8,2
0,180,3,2,1,90,4,3
1,42,1,1,1,77,5,2
1,94,2,2,1,46,7,2
1,116,0,4,1,72,4,2
0,180,0,1,1,55,8,3
1,32,0,1,1,48,5,2
1,55,1,4,1,75,3,2
1,25,0,2,1,67,8,1
1,164,0,2,1,87,4,3
0,180,0,1,1,56,3,3
1,57,1,1,1,72,5,2
1,59,5,4,1,73,4,2
0,180,0,3,0,45,5,3
1,104,1,2,1,99,7,2
1,53,3,4,1,90,5,2
1,116,3,4,1,62,4,2
1,23,1,1,1,77,5,2
1,43,3,3,0,62,4,2
1,67,1,3,1,34,8,2
1,73,1,4,1,34,4,2
1,14,0,1,1,80,9,1
1,35,1,1,1,62,6,1
1,89,1,3,1,71,6,2
1,97,0,1,1,72,6,2
0,180,0,3,1,81,3,3
1,35,5,3,1,76,3,3
0,180,2,1,1,83,8,3
0,180,3,1,1,74,1,3
0,180,1,2,1,70,8,3
1,62,0,1,1,55,2,3
1,39,1,4,1,75,8,1
1,117,3,1,1,75,4,2
1,77,2,3,1,57,4,2
1,48,0,4,1,55,9,2
1,54,1,4,0,96,4,2
1,48,1,4,1,84,7,1
1,59,1,3,1,73,7,1
1,52,1,3,1,39,7,2
0,180,1,4,1,73,2,3
1,64,1,2,1,77,2,3
1,139,0,2,1,66,4,3
0,180,0,3,1,79,7,3
0,180,3,3,1,78,5,3
1,94,1,1,1,73,5,2
0,180,1,1,1,63,7,3
0,180,1,3,0,73,5,3
0,180,1,3,1,72,7,3
1,38,2,2,1,78,9,2
1,15,1,2,1,67,7,1
1,22,2,2,1,95,4,2
1,38,0,4,0,70,5,2
1,21,1,1,1,100,6,1
1,46,2,4,1,52,5,2
1,31,1,1,1,100,5,2
1,98,0,2,1,60,4,2
1,41,2,2,1,75,5,2
0,180,0,4,1,42,3,3
0,180,0,4,1,69,1,3
1,34,1,2,1,97,6,1
1,94,3,1,1,37,7,2
1,46,1,3,0,79,5,2
1,92,0,2,1,76,6,2
1,37,1,3,1,64,6,1
1,13,0,2,1,75,6,1
1,90,1,4,1,61,5,2
0,180,1,4,1,96,2,3
1,61,0,3,1,94,4,2
1,122,0,3,1,75,5,3
1,71,2,1,1,59,3,2
1,38,3,3,1,70,6,1
1,45,0,4,1,75,3,2
1,31,1,1,1,90,9,1
1,10,2,4,1,59,6,2
1,49,2,2,1,76,5,2
0,180,0,4,1,59,4,3
1,124,1,4,1,80,8,3
1,50,2,4,1,78,8,2
0,180,1,3,1,75,6,3
1,116,1,2,1,61,2,3
1,67,0,1,1,69,8,2
1,87,0,2,0,56,4,2
0,180,3,1,1,64,6,3
1,56,0,2,1,63,3,2
1,119,3,3,1,54,5,2
1,27,0,4,1,74,6,1
1,118,0,2,1,88,4,2
1,141,3,1,1,80,5,3
1,133,3,2,1,81,0,3
1,125,0,3,1,88,7,3
1,10,3,1,1,68,7,2
1,10,1,2,1,89,6,1
1,7,2,4,1,59,6,2
1,43,1,3,1,52,9,2
1,60,1,3,1,86,2,3
1,20,0,4,1,78,6,1
0,180,0,4,1,65,7,3
0,180,2,2,1,54,7,3
0,180,0,1,0,57,4,3
1,24,0,2,1,53,6,2
1,18,0,3,1,46,5,2
1,20,0,1,0,62,7,3
1,54,1,4,0,63,4,2
0,180,2,4,1,52,5,3
1,103,5,3,0,59,4,3
0,180,1,1,1,57,4,3
1,75,1,4,1,100,2,3
0,180,3,3,1,83,7,3
0,180,0,4,1,58,4,3
1,46,0,3,0,53,8,2
1,134,2,1,1,49,7,3
0,180,3,1,1,66,5,3
1,91,1,2,1,93,3,2
1,120,1,1,1,51,7,3
1,12,0,1,1,48,7,2
1,72,0,2,1,78,7,2
1,18,3,1,1,87,3,2
1,91,1,2,1,68,5,2
0,180,1,2,1,83,5,3
0,180,0,2,1,100,7,3
0,180,1,1,1,61,1,3
1,150,0,2,1,74,6,3
1,111,0,1,1,55,5,2
0,180,1,1,1,53,5,3
0,180,0,1,1,66,7,3
1,17,0,1,1,65,8,1
0,180,1,4,1,74,4,3
1,103,3,3,1,42,7,2
1,121,0,4,1,61,4,3
1,84,0,3,1,99,3,2
1,33,1,4,1,75,2,3
1,62,0,3,1,56,5,2
1,23,0,4,0,66,5,2
1,12,2,4,1,78,8,2
1,90,0,3,1,91,4,2
1,47,1,2,1,84,2,3
0,180,0,4,1,68,7,3
1,16,1,3,1,47,7,2
1,32,2,4,0,58,8,2
1,52,4,4,1,98,5,2
1,93,3,2,1,55,9,2
1,39,0,2,1,49,6,2
1,4,0,3,1,96,8,1
0,180,0,4,1,64,2,3
1,24,0,2,0,73,5,2
1,75,0,3,1,74,5,2
1,108,1,2,1,52,8,2
1,110,2,2,1,61,4,2
1,46,1,3,1,81,9,1
1,90,3,1,1,47,6,2
1,84,2,3,1,64,7,2
1,70,1,2,1,64,7,2
0,180,1,1,1,48,5,3
1,141,1,2,1,77,8,3
1,14,0,1,1,79,8,1
1,3,0,3,1,95,8,1
0,180,0,1,0,50,7,3
0,180,0,1,0,84,5,3
1,103,2,1,1,74,4,2
1,30,3,4,1,60,5,2
1,38,2,1,1,61,5,2
0,180,0,1,1,87,5,3
1,66,1,3,1,61,6,2
1,64,0,3,1,63,8,2
1,44,2,2,1,83,8,2
0,180,0,3,1,72,8,3
1,39,1,2,1,59,5,2
1,14,0,4,1,67,9,1
1,51,5,4,1,75,6,2
1,16,1,3,1,47,1,3
1,71,3,1,1,71,2,3
1,40,2,4,1,75,4,2
1,68,1,3,1,64,3,2
1,100,2,4,1,59,7,2
1,51,0,3,1,74,7,1
1,113,2,2,1,77,6,2
1,40,1,2,0,30,4,2
1,36,3,2,1,94,6,2
0,180,4,3,1,58,3,3
1,76,3,4,1,73,8,2
1,13,1,4,1,100,7,1
1,91,0,4,1,83,5,2
1,108,0,2,1,59,5,2
1,112,0,4,1,65,5,2
1,48,4,3,1,73,7,3
1,44,0,2,1,84,6,1
1,28,0,3,1,73,4,2
1,112,5,4,1,67,6,2
0,180,0,3,1,61,7,3
1,10,2,4,1,80,7,2
1,59,5,3,1,85,6,3
1,39,3,4,1,74,3,2
1,91,0,4,1,76,3,2
1,76,3,2,1,68,4,2
1,133,2,1,1,64,1,3
1,34,0,2,1,54,5,2
1,81,1,4,1,52,7,2
1,52,4,1,1,97,6,2
1,38,0,4,1,51,8,2
1,152,1,1,1,50,3,3
0,180,3,2,1,100,3,3
1,12,1,2,0,63,8,1
1,88,0,1,0,79,6,3
1,51,2,2,1,53,3,2
1,4,0,2,1,66,5,2
1,8,0,4,1,63,10,1
0,180,2,3,1,67,3,3
1,76,3,1,0,55,4,3
1,157,1,3,1,61,5,3
1,28,0,1,1,67,4,2
1,25,0,4,1,69,2,3
1,86,0,1,1,67,5,2
1,42,3,1,0,66,3,3
1,77,0,3,1,91,9,2
1,24,3,1,1,52,6,2
1,118,2,2,1,73,6,2
1,168,1,1,0,59,6,3
1,20,3,4,1,68,3,2
0,180,0,3,1,100,6,3
1,95,0,2,1,61,6,2
1,35,2,3,1,52,6,2
1,68,1,2,1,58,4,2
0,180,1,1,1,54,3,3
1,68,2,2,0,72,5,2
1,21,3,2,1,60,8,2
1,12,0,2,1,58,5,2
1,64,2,4,1,87,2,3
1,15,1,4,1,61,6,1
0,180,0,1,1,72,3,3
1,63,0,1,1,74,5,2
1,61,3,3,0,63,4,2
1,16,1,2,1,66,6,1
0,180,3,1,0,57,10,3
0,180,2,3,1,98,6,3
1,77,1,3,1,91,7,2
1,31,2,3,1,86,2,3
0,180,1,4,1,77,7,3
1,93,3,3,1,71,7,2
1,12,0,1,1,53,6,2
1,29,0,2,1,80,2,3
1,54,1,3,1,86,6,1
0,180,2,2,1,99,5,3
1,44,0,3,1,74,9,1
1,17,2,2,1,80,3,2
1,34,1,3,1,73,7,1
1,6,3,1,1,82,3,2
1,14,0,3,1,100,6,1
1,21,4,1,1,53,4,2
1,147,1,3,1,60,6,3
1,23,5,2,1,48,8,2
1,46,1,1,1,71,5,2
1,43,1,3,1,91,5,2
1,84,1,3,1,93,2,3
1,46,0,2,1,84,4,2
1,17,0,1,1,85,6,1
0,180,3,3,1,54,6,3
1,83,1,1,1,93,6,2
1,98,3,4,1,62,8,2
1,26,0,3,1,72,2,3
1,116,0,1,1,57,9,2
0,180,1,1,1,78,5,3
0,180,3,1,1,66,7,3
0,180,0,1,1,58,8,3
1,65,4,3,1,60,3,3
1,77,5,3,1,81,5,3
1,136,0,2,1,67,6,3
1,20,1,3,1,63,1,3
1,119,1,2,1,55,4,2
0,180,2,2,1,75,5,3
1,108,2,3,1,44,6,2
0,180,3,2,1,71,7,3
1,33,0,2,1,57,5,2
1,81,3,2,1,67,10,2
1,7,5,1,1,76,2,3
1,15,0,3,1,47,10,2
1,101,0,4,0,69,7,2
1,34,3,3,1,100,3,2
1,55,0,3,1,38,5,2
1,61,1,1,0,100,8,3
1,68,0,1,1,77,2,3
0,180,0,4,1,65,6,3
1,105,2,2,1,47,2,3
0,180,1,1,1,76,5,3
1,21,0,1,1,67,10,1
1,148,0,2,1,62,7,3
1,42,3,2,1,68,4,2
1,58,1,1,1,69,2,3
1,79,1,2,1,44,6,2
1,68,1,3,1,63,6,2
0,180,3,1,1,73,5,3
1,47,3,3,0,78,6,1
1,24,2,4,1,78,4,2
1,107,1,2,1,39,4,2
1,119,0,4,1,75,5,2
1,30,0,2,1,57,6,2
1,42,0,3,1,95,6,1
0,180,2,4,1,63,4,3
1,114,1,2,0,85,6,2
1,28,2,2,1,75,4,2
1,28,0,1,1,70,8,1
1,12,5,2,1,68,9,2
0,180,3,4,1,70,6,3
1,83,3,4,1,68,7,2
1,45,0,2,1,81,6,1
1,128,1,4,1,73,3,3
1,83,0,4,1,76,3,2
1,27,2,3,1,73,6,1
1,21,2,2,1,64,6,2
1,71,1,2,0,69,5,2
1,13,0,4,1,73,7,1
1,77,1,4,0,46,4,2
1,56,2,1,1,52,9,2
0,180,1,4,1,89,5,3
1,19,0,3,1,42,8,2
1,27,0,4,1,78,5,2
1,76,2,1,1,59,6,2
1,116,0,2,1,53,5,2
0,180,0,4,1,51,2,3
1,50,0,1,0,56,8,3
0,180,1,2,1,72,3,3
1,165,0,3,1,62,4,3
1,117,0,2,1,31,9,2
0,180,0,4,1,89,4,3
1,10,1,2,1,39,4,2
1,104,1,4,1,51,7,2
1,116,0,2,1,96,6,2
1,5,0,3,1,75,8,1
1,67,0,4,1,81,8,2
1,104,3,4,1,87,5,2
1,68,1,4,1,55,5,2
1,48,0,2,1,100,6,1
1,20,3,2,1,65,7,2
1,85,0,4,1,59,7,2
1,24,1,4,1,66,7,1
0,180,0,2,1,93,5,3
1,74,2,2,1,74,5,2
1,31,1,4,1,76,5,2
1,37,1,3,0,60,3,2
0,180,0,3,1,84,8,3
1,32,3,3,1,56,4,2
1,107,3,1,1,73,5,2
1,63,1,1,1,100,7,2
0,180,1,4,1,74,5,3
1,6,1,2,1,46,7,2
1,22,0,3,1,82,6,1
1,31,0,4,1,64,5,2
0,180,0,3,1,80,2,3
1,17,3,4,1,62,7,2
1,51,0,4,1,55,5,2
0,180,3,1,1,64,4,3
1,133,2,3,1,64,6,3
1,89,2,1,1,70,6,2
1,29,0,3,0,59,5,2
1,79,2,1,1,48,4,2
1,66,0,4,1,69,8,2
1,79,0,4,1,49,5,2
0,180,0,4,1,66,5,3
1,20,2,4,1,79,6,2
1,92,0,3,1,72,0,3
0,180,1,1,1,69,3,3
1,57,0,1,1,69,6,1
1,105,0,4,1,57,3,2
1,35,2,3,1,95,4,2
0,180,0,4,1,53,8,3
1,137,0,4,1,60,4,3
1,15,3,4,1,59,7,2
0,180,0,3,1,65,5,3
0,180,0,2,1,74,7,3
1,68,1,2,1,47,6,2
1,17,0,2,1,64,2,3
1,39,0,3,1,53,6,2
1,45,2,4,1,69,7,2
1,44,2,1,0,92,2,3
0,180,2,1,0,49,5,3
1,19,1,1,1,85,8,1
1,53,0,3,1,90,6,1
1,151,1,3,1,54,7,3
1,33,0,3,1,53,4,2
0,180,1,3,1,54,7,3
1,44,3,2,1,34,8,2
1,62,1,4,1,60,7,2
0,180,0,1,0,88,4,3
0,180,3,2,1,88,7,3
1,39,0,1,1,76,3,2
1,39,1,1,1,100,9,1
0,180,1,1,1,75,7,3
1,38,0,4,1,57,9,2
1,41,2,3,1,39,4,2
1,114,4,1,1,80,6,2
1,55,1,3,1,84,2,3
1,33,0,1,1,50,8,2
1,75,1,1,1,65,5,2
1,67,0,1,1,52,6,2
1,143,1,1,1,100,6,3
1,26,0,4,1,59,8,2
1,41,1,1,1,87,9,1
1,75,2,2,1,77,5,2
1,95,1,3,1,74,2,3
1,14,0,3,1,88,7,1
1,92,2,3,1,67,8,2
1,41,0,3,1,69,5,2
1,45,1,1,1,70,8,1
1,112,1,1,0,60,4,3
1,36,3,4,1,76,8,2
1,10,1,3,1,68,6,1
1,51,0,4,0,100,5,2
1,78,0,4,1,55,9,2
1,71,0,1,0,54,5,3
0,180,1,4,1,61,10,3
0,180,2,2,1,84,10,3
1,33,2,4,1,66,6,2
1,68,1,4,0,72,5,2
1,17,1,1,1,65,3,2
0,180,3,2,1,55,7,3
1,36,1,4,1,68,6,1
0,180,2,2,1,69,7,3
1,67,3,3,0,59,3,2
1,141,0,2,1,87,3,3
1,22,0,2,1,100,4,2
1,46,1,3,1,57,8,2
0,180,3,3,0,84,6,3
1,73,1,2,1,95,3,2
1,16,0,2,1,45,5,2
1,39,3,2,1,65,6,2
1,55,0,3,1,74,6,1
1,82,0,2,1,73,5,2
1,30,3,1,1,58,10,2
0,180,4,1,0,55,8,3
1,27,2,2,1,55,6,2
1,99,1,4,0,80,9,2
1,31,1,3,1,96,7,1
1,76,2,1,1,69,4,2
0,180,0,4,1,43,4,3
1,109,1,3,1,92,6,2
1,112,0,1,1,68,6,2
1,109,0,3,1,86,5,2
1,13,0,2,1,100,8,1
1,45,0,4,1,78,6,1
1,17,2,1,1,39,5,2
1,96,0,4,0,64,6,2
1,92,1,2,1,66,6,2
1,30,1,2,1,56,5,2
1,19,0,3,1,46,9,2
1,156,0,4,1,42,4,3
0,180,0,1,1,81,6,3
1,15,2,1,1,54,3,2
1,65,0,3,1,63,4,2
1,78,0,2,1,96,4,2
1,17,1,4,1,67,5,2
0,180,1,2,1,76,4,3
1,45,0,4,1,45,3,2
0,180,1,1,0,100,4,3
0,180,1,2,0,78,2,3
1,29,0,4,1,53,3,2
1,25,1,3,1,72,8,1
1,138,1,3,1,75,3,3
0,180,0,3,0,52,7,3
0,180,3,4,1,85,6,3
1,49,0,1,1,48,5,2
1,113,3,3,1,67,6,2
1,63,0,4,1,67,2,3
0,180,3,2,1,84,2,3
1,101,1,4,1,77,2,3
1,35,0,4,1,49,4,2
1,25,1,3,1,82,3,2
1,45,1,1,1,47,8,2
1,40,2,4,1,79,4,2
1,52,3,4,1,56,5,2
1,24,0,2,1,76,2,3
1,70,0,3,1,29,6,3
0,180,1,4,1,55,7,3
1,158,1,1,1,30,6,3
1,68,0,4,1,73,5,2
0,180,0,2,1,67,7,3
1,21,0,1,1,81,2,3
1,48,4,4,1,74,2,3
1,109,5,2,1,75,4,2
1,57,0,4,1,74,7,1
1,139,2,1,1,47,6,3
1,48,0,3,0,51,4,2
1,54,4,1,1,78,3,2
0,180,2,3,1,61,9,3
1,45,1,1,1,91,6,1
1,40,0,3,0,81,6,1
1,84,1,4,1,76,3,2
1,116,3,1,1,50,8,2
1,74,1,4,1,78,7,2
1,14,1,1,1,68,7,1
1,176,3,4,1,85,10,3
1,109,1,4,1,91,6,2
1,81,0,4,1,73,6,2
1,17,0,3,1,64,7,1
0,180,2,1,1,59,3,3
1,48,1,1,1,56,6,2
1,95,0,1,1,84,3,2
1,29,0,3,1,56,5,2
1,67,1,2,1,64,5,2
1,4,1,2,1,67,6,1
1,66,3,2,1,68,6,2
0,180,2,4,1,48,8,3
1,24,0,2,1,76,7,1
1,81,3,4,1,92,7,2
1,16,0,1,0,55,6,3
1,9,1,1,1,48,3,2
1,134,0,1,1,65,5,3
1,54,0,1,1,70,7,1
1,9,4,3,1,71,4,3
1,14,1,4,1,41,8,2
1,17,1,3,1,58,1,3
1,18,0,3,1,52,4,2
1,22,0,2,1,66,9,1
1,88,0,1,1,61,5,2
1,11,1,4,1,66,8,1
1,24,3,2,1,86,3,2
1,27,2,1,1,76,7,2
1,99,0,2,1,57,4,2
1,143,3,1,1,78,5,3
1,60,0,2,1,66,10,2
0,180,1,3,1,69,3,3
1,43,0,4,1,66,2,3
1,78,1,1,1,63,2,3
0,180,1,1,1,74,5,3
1,129,1,2,1,76,7,3
1,56,0,4,1,61,6,1
1,14,2,4,1,80,6,2
1,109,0,1,1,71,7,2
1,62,2,3,1,75,2,3
1,15,0,2,1,59,6,2
1,53,1,4,1,36,5,2
1,129,4,1,1,80,4,3
1,58,0,1,1,95,4,2
1,73,0,4,1,68,3,2
1,99,0,2,1,72,3,2
1,129,0,3,0,74,9,3
1,77,0,3,1,84,7,2
1,139,1,2,1,84,6,3
1,58,0,3,0,88,6,1
1,106,1,1,1,63,4,2
1,14,1,4,1,80,3,2
1,52,0,3,1,96,1,3
1,139,2,1,1,75,3,3
1,19,1,1,1,69,5,2
0,180,3,4,1,87,5,3
0,180,1,3,1,71,4,3
1,84,2,3,1,81,6,2
1,73,1,3,0,59,8,2
1,109,3,2,1,42,9,2
1,103,1,1,1,67,8,2
0,180,5,2,0,85,9,3
0,180,3,1,1,91,7,3
0,180,2,4,0,68,5,3
1,41,0,2,1,68,7,1
1,133,2,3,0,77,5,3
1,13,2,4,1,61,7,2
1,24,1,2,1,84,7,1
1,101,1,4,1,43,6,2
1,36,3,4,1,51,5,2
1,53,0,4,1,56,6,2
0,180,0,2,1,75,5,3
1,118,3,4,1,59,5,2
1,32,2,1,1,49,5,2
1,21,0,2,1,73,10,1
0,180,0,1,1,78,4,3
1,24,1,2,1,73,5,2
1,41,1,3,1,80,3,2
1,80,1,1,1,72,5,2
1,113,3,4,1,92,5,2
1,139,0,3,1,94,7,3
1,77,3,2,1,70,7,2
1,36,1,3,1,71,7,1
1,41,3,2,1,71,8,2
0,180,1,2,1,89,9,3
1,57,1,2,0,93,8,1
1,62,0,1,1,68,6,2
1,72,0,1,1,91,5,2
1,11,0,2,1,73,5,2
1,67,3,4,1,56,5,2
1,31,1,3,1,77,7,1
1,26,3,4,1,70,6,2
1,4,1,4,1,73,4,2
1,78,0,1,0,87,4,3
0,180,2,3,1,76,6,3
1,19,1,1,1,68,4,2
1,40,2,2,1,48,6,2
1,29,1,2,1,56,6,2
1,43,0,3,1,68,9,1
1,82,3,3,1,83,5,2
1,56,2,1,1,75,5,2
1,17,0,1,1,64,8,1
0,180,1,3,1,63,8,3
1,46,1,3,1,54,8,2
1,37,0,4,0,59,7,2
0,180,0,2,1,75,6,3
1,19,1,3,1,72,6,1
1,70,2,2,1,74,6,2
1,24,1,2,1,76,8,1
1,147,5,3,1,67,3,3
1,80,0,4,1,92,6,2
1,57,1,4,1,53,5,2
1,59,2,3,1,85,3,2
0,180,0,3,1,74,4,3
1,67,0,3,1,65,8,2
1,29,1,3,1,87,5,2
1,46,0,3,1,81,5,2
1,42,2,1,1,61,3,2
1,57,1,1,1,100,4,2
1,1,1,3,1,63,7,1
1,124,1,2,0,59,4,3
1,112,3,4,1,64,5,2
1,140,0,2,0,76,6,3
1,33,5,2,1,56,8,2
1,18,0,3,1,59,4,2
1,63,0,2,1,78,7,2
1,67,0,3,1,62,6,2
1,68,0,4,1,38,7,2
1,18,0,1,1,62,7,1
1,89,0,3,1,65,7,2
1,27,0,2,1,73,6,1
1,18,1,1,1,60,6,1
1,148,1,1,0,68,2,3
1,99,1,4,1,99,3,2
1,48,0,4,1,35,5,2
0,180,3,4,1,61,5,3
